motor,id
1,25435
1,25258
1,25951
1,25950
1,25773
1,25595
1,25596
1,25418
1,25240
1,25241
1,30565
